Telemetry_ID,Timestamp,Equipment_ID,Latitude,Longitude,Speed,Operating_Hours,Engine_Hours,Idle_Hours,Fuel_Used_Total,Fuel_Used_Last_24H,Fuel_Remaining_Percentage,DEF_Remaining_Percentage,Engine_Condition,Load_Count,Payload_Total,Diagnostic_Trouble_Code,GPS_Status,Ignition_Status
TEL-10494,2025-10-20 16:30:00,EQ-1011,37.772284,-122.418349,0.0,2856.3,2856.3,710.8,41730.8,2.4,64.1,92.0,GOOD,3,69.5,,ONLINE,OFF
TEL-10495,2025-10-20 17:00:00,EQ-1011,37.773202,-122.421859,26.4,2856.8,2856.8,711.3,41736.1,127.4,62.0,91.9,GOOD,3,84.4,,ONLINE,ON
TEL-10496,2025-10-20 17:30:00,EQ-1011,37.772237,-122.422518,18.9,2857.3,2857.3,711.4,41743.4,173.8,59.1,91.8,GOOD,3,86.4,,ONLINE,ON
TEL-10497,2025-10-20 18:00:00,EQ-1011,37.775863,-122.415876,23.5,2857.8,2857.8,711.9,41749.3,142.1,56.8,91.7,WARNING,4,89.2,P0300,ONLINE,ON
TEL-10498,2025-10-20 18:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41749.4,2.4,56.7,91.6,WARNING,4,89.2,P0562,ONLINE,OFF
TEL-10499,2025-10-20 19:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41749.5,2.4,56.7,91.5,GOOD,4,89.2,,ONLINE,OFF
TEL-10500,2025-10-20 19:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41749.6,2.4,56.6,91.4,GOOD,4,89.2,,ONLINE,OFF
TEL-10501,2025-10-20 20:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41749.7,2.4,56.6,91.3,GOOD,4,89.2,,ONLINE,OFF
TEL-10502,2025-10-20 20:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41749.8,2.4,56.6,91.2,GOOD,4,89.2,,ONLINE,OFF
TEL-10503,2025-10-20 21:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41749.9,2.4,56.5,91.1,GOOD,4,89.2,,ONLINE,OFF
TEL-10504,2025-10-20 21:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.0,2.4,56.5,91.0,GOOD,4,89.2,,ONLINE,OFF
TEL-10505,2025-10-20 22:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.1,2.4,56.4,90.9,GOOD,4,89.2,,ONLINE,OFF
TEL-10506,2025-10-20 22:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.2,2.4,56.4,90.8,GOOD,4,89.2,,ONLINE,OFF
TEL-10507,2025-10-20 23:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.3,2.4,56.4,90.7,GOOD,4,89.2,,ONLINE,OFF
TEL-10508,2025-10-20 23:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.4,2.4,56.3,90.6,GOOD,4,89.2,,ONLINE,OFF
TEL-10509,2025-10-21 00:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.5,2.4,56.3,90.5,WARNING,4,89.2,P0300,ONLINE,OFF
TEL-10510,2025-10-21 00:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.6,2.4,56.2,90.4,WARNING,4,89.2,P0087,ONLINE,OFF
TEL-10511,2025-10-21 01:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.7,2.4,56.2,90.3,GOOD,4,89.2,,ONLINE,OFF
TEL-10512,2025-10-21 01:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.8,2.4,56.2,90.2,GOOD,4,89.2,,ONLINE,OFF
TEL-10513,2025-10-21 02:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41750.9,2.4,56.1,90.1,WARNING,4,89.2,P0087,ONLINE,OFF
TEL-10514,2025-10-21 02:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.0,2.4,56.1,90.0,GOOD,4,89.2,,ONLINE,OFF
TEL-10515,2025-10-21 03:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.1,2.4,56.0,89.9,GOOD,4,89.2,,ONLINE,OFF
TEL-10516,2025-10-21 03:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.2,2.4,56.0,89.8,GOOD,4,89.2,,ONLINE,OFF
TEL-10517,2025-10-21 04:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.3,2.4,56.0,89.7,GOOD,4,89.2,,ONLINE,OFF
TEL-10518,2025-10-21 04:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.4,2.4,55.9,89.6,GOOD,4,89.2,,ONLINE,OFF
TEL-10519,2025-10-21 05:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.5,2.4,55.9,89.5,GOOD,4,89.2,,ONLINE,OFF
TEL-10520,2025-10-21 05:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.6,2.4,55.8,89.4,GOOD,4,89.2,,ONLINE,OFF
TEL-10521,2025-10-21 06:00:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.7,2.4,55.8,89.3,GOOD,4,89.2,,ONLINE,OFF
TEL-10522,2025-10-21 06:30:00,EQ-1011,37.772284,-122.418349,0.0,2857.8,2857.8,711.9,41751.8,2.4,55.8,89.2,GOOD,4,89.2,,ONLINE,OFF
TEL-10523,2025-10-21 07:00:00,EQ-1011,37.773756,-122.420393,33.3,2858.3,2858.3,711.9,41759.7,189.1,52.6,89.1,GOOD,4,101.2,,ONLINE,ON
TEL-10524,2025-10-21 07:30:00,EQ-1011,37.768453,-122.423101,32.5,2858.8,2858.8,712.0,41765.6,142.1,50.2,89.0,GOOD,5,102.0,,ONLINE,ON
TEL-10525,2025-10-21 08:00:00,EQ-1011,37.772668,-122.418894,21.5,2859.3,2859.3,712.5,41773.3,185.8,47.1,88.9,GOOD,5,109.4,,ONLINE,ON
TEL-10526,2025-10-21 08:30:00,EQ-1011,37.77156,-122.419488,19.1,2859.8,2859.8,713.0,41780.0,160.1,44.5,88.8,WARNING,5,112.6,P0217,ONLINE,ON
TEL-10527,2025-10-21 09:00:00,EQ-1011,37.772284,-122.418349,0.0,2859.8,2859.8,713.0,41780.1,2.4,44.4,88.7,GOOD,5,112.6,,ONLINE,OFF
TEL-10528,2025-10-21 09:30:00,EQ-1011,37.772284,-122.418349,0.0,2859.8,2859.8,713.0,41780.2,2.4,44.4,88.6,GOOD,5,112.6,,ONLINE,OFF
TEL-10529,2025-10-21 10:00:00,EQ-1011,37.76735,-122.416961,34.6,2860.3,2860.3,713.1,41787.9,185.5,41.3,88.5,GOOD,5,115.6,,ONLINE,ON
TEL-10530,2025-10-21 10:30:00,EQ-1011,37.774683,-122.421104,11.9,2860.8,2860.8,713.2,41793.1,125.0,39.2,88.4,GOOD,6,117.5,,ONLINE,ON
TEL-10531,2025-10-21 11:00:00,EQ-1011,37.774931,-122.418418,11.8,2861.3,2861.3,713.7,41800.8,183.1,36.2,88.3,GOOD,7,126.0,,ONLINE,ON
TEL-10532,2025-10-21 11:30:00,EQ-1011,37.772284,-122.418349,0.0,2861.3,2861.3,713.7,41800.9,2.4,36.1,88.2,GOOD,7,126.0,,ONLINE,OFF
TEL-10533,2025-10-21 12:00:00,EQ-1011,37.768639,-122.421716,30.0,2861.8,2861.8,714.2,41805.1,101.5,34.4,88.1,GOOD,8,126.7,,ONLINE,ON
TEL-10534,2025-10-21 12:30:00,EQ-1011,37.773272,-122.421678,23.3,2862.3,2862.3,714.7,41809.9,114.7,32.5,88.0,GOOD,9,130.8,,ONLINE,ON
TEL-10535,2025-10-21 13:00:00,EQ-1011,37.775072,-122.419229,14.3,2862.8,2862.8,714.8,41814.5,109.7,30.7,87.9,GOOD,9,143.3,,ONLINE,ON
TEL-10536,2025-10-21 13:30:00,EQ-1011,37.77531,-122.419176,20.7,2863.3,2863.3,714.9,41821.8,177.1,27.7,87.8,GOOD,9,150.5,,ONLINE,ON
TEL-10537,2025-10-21 14:00:00,EQ-1011,37.774383,-122.423061,14.3,2863.8,2863.8,715.1,41828.2,153.4,25.2,87.7,GOOD,9,160.8,,ONLINE,ON
TEL-10538,2025-10-21 14:30:00,EQ-1011,38.06756,-122.138975,9.3,2864.3,2864.3,715.2,41835.3,169.2,22.4,87.6,GOOD,9,167.8,,ONLINE,ON
TEL-10539,2025-10-21 15:00:00,EQ-1011,37.772284,-122.418349,0.0,2864.3,2864.3,715.2,41835.4,2.4,22.3,87.5,WARNING,9,167.8,P0017,ONLINE,OFF
TEL-10540,2025-10-21 15:30:00,EQ-1011,37.776702,-122.413861,31.8,2864.8,2864.8,715.7,41840.8,129.8,20.2,87.4,GOOD,9,175.4,,ONLINE,ON
TEL-10541,2025-10-21 16:00:00,EQ-1011,37.774824,-122.423306,29.1,2865.3,2865.3,715.8,41847.6,164.6,17.4,87.3,GOOD,10,180.9,,ONLINE,ON
TEL-10542,2025-10-21 16:30:00,EQ-1011,37.76956,-122.422221,16.8,2865.8,2865.8,715.8,41853.1,130.1,15.3,87.2,GOOD,10,188.3,,ONLINE,ON
TEL-10543,2025-10-21 17:00:00,EQ-1011,37.774646,-122.416479,11.9,2866.3,2866.3,715.9,41859.0,143.3,12.9,87.1,GOOD,11,191.1,,ONLINE,ON
TEL-10544,2025-10-21 17:30:00,EQ-1011,37.768336,-122.418968,29.8,2866.8,2866.8,716.0,41863.8,113.3,11.0,87.0,GOOD,12,201.5,,ONLINE,ON
TEL-10545,2025-10-21 18:00:00,EQ-1011,37.772284,-122.418349,0.0,2866.8,2866.8,716.0,41863.9,2.4,10.9,86.9,GOOD,12,201.5,,ONLINE,OFF
TEL-10546,2025-10-21 18:30:00,EQ-1011,37.774944,-122.417413,29.9,2867.3,2867.3,716.1,41869.6,136.8,8.7,86.8,GOOD,13,208.6,,ONLINE,ON
TEL-10547,2025-10-21 19:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41869.7,2.4,8.6,86.7,GOOD,13,208.6,,ONLINE,OFF
TEL-10548,2025-10-21 19:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41869.8,2.4,8.6,86.6,GOOD,13,208.6,,ONLINE,OFF
TEL-10549,2025-10-21 20:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41869.9,2.4,8.5,86.5,WARNING,13,208.6,P0562,ONLINE,OFF
TEL-10550,2025-10-21 20:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.0,2.4,8.5,86.4,GOOD,13,208.6,,ONLINE,OFF
TEL-10551,2025-10-21 21:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.1,2.4,8.5,86.3,GOOD,13,208.6,,ONLINE,OFF
TEL-10552,2025-10-21 21:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.2,2.4,8.4,86.2,GOOD,13,208.6,,ONLINE,OFF
TEL-10553,2025-10-21 22:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.3,2.4,8.4,86.1,GOOD,13,208.6,,OFFLINE,OFF
TEL-10554,2025-10-21 22:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.4,2.4,8.3,86.0,GOOD,13,208.6,,ONLINE,OFF
TEL-10555,2025-10-21 23:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.5,2.4,8.3,85.9,GOOD,13,208.6,,ONLINE,OFF
TEL-10556,2025-10-21 23:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.6,2.4,8.3,85.8,GOOD,13,208.6,,ONLINE,OFF
TEL-10557,2025-10-22 00:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.7,2.4,8.2,85.7,GOOD,13,208.6,,ONLINE,OFF
TEL-10558,2025-10-22 00:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.8,2.4,8.2,85.6,GOOD,13,208.6,,ONLINE,OFF
TEL-10559,2025-10-22 01:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41870.9,2.4,8.1,85.5,WARNING,13,208.6,P0420,ONLINE,OFF
TEL-10560,2025-10-22 01:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.0,2.4,8.1,85.4,WARNING,13,208.6,P0562,ONLINE,OFF
TEL-10561,2025-10-22 02:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.1,2.4,8.1,85.3,GOOD,13,208.6,,ONLINE,OFF
TEL-10562,2025-10-22 02:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.2,2.4,8.0,85.2,GOOD,13,208.6,,ONLINE,OFF
TEL-10563,2025-10-22 03:00:00,EQ-1011,38.020119,-122.130076,0.0,2867.3,2867.3,716.1,41871.3,2.4,8.0,85.1,GOOD,13,208.6,,ONLINE,OFF
TEL-10564,2025-10-22 03:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.4,2.4,7.9,85.0,GOOD,13,208.6,,ONLINE,OFF
TEL-10565,2025-10-22 04:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.5,2.4,7.9,84.9,GOOD,13,208.6,,ONLINE,OFF
TEL-10566,2025-10-22 04:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.6,2.4,7.9,84.8,GOOD,13,208.6,,ONLINE,OFF
TEL-10567,2025-10-22 05:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.7,2.4,7.8,84.7,GOOD,13,208.6,,ONLINE,OFF
TEL-10568,2025-10-22 05:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.8,2.4,7.8,84.6,GOOD,13,208.6,,ONLINE,OFF
TEL-10569,2025-10-22 06:00:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41871.9,2.4,7.7,84.5,GOOD,13,208.6,,ONLINE,OFF
TEL-10570,2025-10-22 06:30:00,EQ-1011,37.772284,-122.418349,0.0,2867.3,2867.3,716.1,41872.0,2.4,7.7,84.4,WARNING,13,208.6,P0420,ONLINE,OFF
TEL-10571,2025-10-22 07:00:00,EQ-1011,37.771307,-122.417099,23.7,2867.8,2867.8,716.2,41877.7,137.5,5.4,84.3,GOOD,13,218.0,,ONLINE,ON
TEL-10572,2025-10-22 07:30:00,EQ-1011,37.773663,-122.41526,8.6,2868.3,2868.3,716.3,41885.0,175.2,98.0,84.2,GOOD,13,225.8,,ONLINE,ON
TEL-10573,2025-10-22 08:00:00,EQ-1011,37.770471,-122.415047,7.3,2868.8,2868.8,716.8,41891.7,161.8,95.3,84.1,WARNING,14,235.5,P0087,ONLINE,ON
TEL-10574,2025-10-22 08:30:00,EQ-1011,37.771926,-122.417751,22.0,2869.3,2869.3,716.9,41896.5,114.5,93.4,84.0,GOOD,14,239.6,,ONLINE,ON
TEL-10575,2025-10-22 09:00:00,EQ-1011,37.774509,-122.415527,28.2,2869.8,2869.8,717.4,41902.7,148.8,90.9,83.9,WARNING,14,253.1,P0017,ONLINE,ON
TEL-10576,2025-10-22 09:30:00,EQ-1011,37.768403,-122.416004,14.3,2870.3,2870.3,717.5,41910.5,186.5,87.8,83.8,GOOD,15,260.5,,ONLINE,ON
TEL-10577,2025-10-22 10:00:00,EQ-1011,37.774724,-122.413994,22.0,2870.8,2870.8,717.5,41917.8,175.9,84.9,83.7,GOOD,16,267.1,,ONLINE,ON
TEL-10578,2025-10-22 10:30:00,EQ-1011,37.774111,-122.413716,21.7,2871.3,2871.3,717.6,41925.6,187.0,81.8,83.6,GOOD,17,279.4,,ONLINE,ON
TEL-10579,2025-10-22 11:00:00,EQ-1011,37.775172,-122.420952,33.9,2871.8,2871.8,717.8,41932.2,159.6,79.1,83.5,GOOD,18,292.9,,ONLINE,ON
TEL-10580,2025-10-22 11:30:00,EQ-1011,37.776559,-122.41417,19.9,2872.3,2872.3,718.3,41938.0,138.5,76.8,83.4,GOOD,19,296.1,,OFFLINE,ON
TEL-10581,2025-10-22 12:00:00,EQ-1011,37.772284,-122.418349,0.0,2872.3,2872.3,718.3,41938.1,2.4,76.8,83.3,GOOD,19,296.1,,ONLINE,OFF
TEL-10582,2025-10-22 12:30:00,EQ-1011,37.774458,-122.414581,30.7,2872.8,2872.8,718.4,41944.0,141.1,74.4,83.2,GOOD,19,301.4,,ONLINE,ON
TEL-10583,2025-10-22 13:00:00,EQ-1011,37.773586,-122.415439,28.9,2873.3,2873.3,718.5,41948.1,98.6,72.8,83.1,GOOD,20,310.0,,ONLINE,ON
TEL-10584,2025-10-22 13:30:00,EQ-1011,37.771387,-122.413955,10.6,2873.8,2873.8,718.6,41954.7,158.4,70.1,83.0,GOOD,20,320.3,,ONLINE,ON
TEL-10585,2025-10-22 14:00:00,EQ-1011,37.776732,-122.414506,28.5,2874.3,2874.3,719.1,41960.4,135.8,67.9,82.9,GOOD,20,333.9,,ONLINE,ON
TEL-10586,2025-10-22 14:30:00,EQ-1011,37.772284,-122.418349,0.0,2874.3,2874.3,719.1,41960.5,2.4,67.8,82.8,GOOD,20,333.9,,ONLINE,OFF
TEL-10587,2025-10-22 15:00:00,EQ-1011,37.776484,-122.418812,5.4,2874.8,2874.8,719.3,41964.9,107.3,66.0,82.7,GOOD,20,348.1,,ONLINE,ON
TEL-10588,2025-10-22 15:30:00,EQ-1011,37.775525,-122.416082,11.2,2875.3,2875.3,719.4,41970.7,137.5,63.7,82.6,GOOD,20,352.5,,ONLINE,ON
TEL-10589,2025-10-22 16:00:00,EQ-1011,37.962245,-122.171375,22.6,2875.8,2875.8,719.5,41977.4,161.8,61.0,82.5,GOOD,21,363.5,,ONLINE,ON
TEL-10590,2025-10-22 16:30:00,EQ-1011,37.777251,-122.413956,5.6,2876.3,2876.3,720.0,41982.7,127.9,58.9,82.4,GOOD,21,363.6,,ONLINE,ON
TEL-10591,2025-10-22 17:00:00,EQ-1011,37.769078,-122.42165,14.9,2876.8,2876.8,720.1,41987.3,108.7,57.1,82.3,GOOD,21,368.4,,ONLINE,ON
TEL-10592,2025-10-22 17:30:00,EQ-1011,37.775632,-122.415871,7.1,2877.3,2877.3,720.6,41991.4,100.3,55.4,82.2,GOOD,22,376.2,,ONLINE,ON
TEL-10593,2025-10-22 18:00:00,EQ-1011,37.773651,-122.418949,7.9,2877.8,2877.8,720.7,41999.2,187.2,52.3,82.1,GOOD,23,380.1,,ONLINE,ON
TEL-10594,2025-10-22 18:30:00,EQ-1011,37.772136,-122.418419,16.7,2878.3,2878.3,720.8,42003.4,99.8,50.6,82.0,GOOD,23,383.2,,ONLINE,ON
TEL-10595,2025-10-22 19:00:00,EQ-1011,37.772284,-122.418349,0.0,2878.3,2878.3,720.8,42003.5,2.4,50.6,81.9,GOOD,23,383.2,,ONLINE,OFF
TEL-10596,2026-03-27 08:00:00,EQ-1031,40.591971,-122.396391,8.4,2158.3,2158.3,415.4,38820.6,143.8,92.6,60.1,GOOD,0,0.0,,ONLINE,ON
TEL-10597,2026-03-27 08:30:00,EQ-1031,40.59868,-122.400262,7.5,2158.8,2158.8,415.9,38827.9,175.7,89.7,60.0,WARNING,1,14.2,P0017,ONLINE,ON
TEL-10598,2026-03-27 09:00:00,EQ-1031,40.594128,-122.401204,0.0,2158.8,2158.8,415.9,38828.0,2.4,89.6,59.9,GOOD,1,14.2,,ONLINE,OFF
TEL-10599,2026-03-27 09:30:00,EQ-1031,40.591529,-122.398495,28.4,2159.3,2159.3,416.0,38834.4,153.8,87.1,59.8,GOOD,2,25.9,,ONLINE,ON
TEL-10600,2026-03-27 10:00:00,EQ-1031,40.592229,-122.399354,27.0,2159.8,2159.8,416.0,38840.4,143.0,84.7,59.7,GOOD,2,33.2,,ONLINE,ON
TEL-10601,2026-03-27 10:30:00,EQ-1031,40.594128,-122.401204,0.0,2159.8,2159.8,416.0,38840.5,2.4,84.6,59.6,GOOD,2,33.2,,ONLINE,OFF
TEL-10602,2026-03-27 11:00:00,EQ-1031,40.59599,-122.404653,16.6,2160.3,2160.3,416.1,38845.8,128.9,82.5,59.5,GOOD,3,40.2,,ONLINE,ON
TEL-10603,2026-03-27 11:30:00,EQ-1031,40.593405,-122.400519,28.6,2160.8,2160.8,416.2,38852.6,161.8,79.8,59.4,GOOD,4,46.4,,ONLINE,ON
TEL-10604,2026-03-27 12:00:00,EQ-1031,40.966283,-122.11234,25.9,2161.3,2161.3,416.3,38858.9,152.2,77.3,59.3,GOOD,5,59.6,,ONLINE,ON
TEL-10605,2026-03-27 12:30:00,EQ-1031,40.597841,-122.404332,21.6,2161.8,2161.8,416.4,38865.4,156.0,74.7,59.2,GOOD,5,66.1,,ONLINE,ON
TEL-10606,2026-03-27 13:00:00,EQ-1031,40.595705,-122.398762,15.3,2162.3,2162.3,416.9,38872.0,158.9,72.0,59.1,GOOD,6,76.5,,ONLINE,ON
TEL-10607,2026-03-27 13:30:00,EQ-1031,40.594128,-122.401204,0.0,2162.3,2162.3,416.9,38872.1,2.4,72.0,59.0,WARNING,6,76.5,P0087,ONLINE,OFF
TEL-10608,2026-03-27 14:00:00,EQ-1031,40.595389,-122.398304,34.0,2162.8,2162.8,417.0,38878.7,158.2,69.3,58.9,GOOD,7,82.8,,ONLINE,ON
TEL-10609,2026-03-27 14:30:00,EQ-1031,40.591554,-122.403256,31.8,2163.3,2163.3,417.1,38884.7,142.6,67.0,58.8,GOOD,7,92.3,,OFFLINE,ON
TEL-10610,2026-03-27 15:00:00,EQ-1031,40.594003,-122.401343,34.3,2163.8,2163.8,417.2,38891.1,153.1,64.4,58.7,GOOD,8,95.8,,ONLINE,ON
TEL-10611,2026-03-27 15:30:00,EQ-1031,40.590297,-122.399977,3.1,2164.3,2164.3,417.3,38896.1,121.7,62.4,58.6,GOOD,8,100.1,,ONLINE,ON
TEL-10612,2026-03-27 16:00:00,EQ-1031,40.595149,-122.397779,13.7,2164.8,2164.8,417.8,38901.0,117.1,60.4,58.5,GOOD,9,114.5,,ONLINE,ON
TEL-10613,2026-03-27 16:30:00,EQ-1031,40.591953,-122.398711,24.4,2165.3,2165.3,418.0,38908.2,172.8,57.6,58.4,GOOD,10,116.0,,ONLINE,ON
TEL-10614,2026-03-27 17:00:00,EQ-1031,40.592698,-122.404618,34.8,2165.8,2165.8,418.0,38912.4,100.6,55.9,58.3,GOOD,10,121.1,,OFFLINE,ON
TEL-10615,2026-03-27 17:30:00,EQ-1031,40.596829,-122.400634,9.9,2166.3,2166.3,418.1,38920.4,191.3,52.7,58.2,GOOD,10,131.7,,ONLINE,ON
TEL-10616,2026-03-27 18:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.3,2166.3,418.1,38920.5,2.4,52.7,58.1,GOOD,10,131.7,,ONLINE,OFF
TEL-10617,2026-03-27 18:30:00,EQ-1031,40.597837,-122.397094,27.9,2166.8,2166.8,418.3,38924.6,100.1,51.0,58.0,GOOD,11,142.7,,ONLINE,ON
TEL-10618,2026-03-27 19:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38924.7,2.4,50.9,57.9,GOOD,11,142.7,,ONLINE,OFF
TEL-10619,2026-03-27 19:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38924.8,2.4,50.9,57.8,GOOD,11,142.7,,ONLINE,OFF
TEL-10620,2026-03-27 20:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38924.9,2.4,50.9,57.7,WARNING,11,142.7,P0217,ONLINE,OFF
TEL-10621,2026-03-27 20:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.0,2.4,50.8,57.6,GOOD,11,142.7,,ONLINE,OFF
TEL-10622,2026-03-27 21:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.1,2.4,50.8,57.5,GOOD,11,142.7,,ONLINE,OFF
TEL-10623,2026-03-27 21:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.2,2.4,50.7,57.4,GOOD,11,142.7,,ONLINE,OFF
TEL-10624,2026-03-27 22:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.3,2.4,50.7,57.3,WARNING,11,142.7,P0217,ONLINE,OFF
TEL-10625,2026-03-27 22:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.4,2.4,50.7,57.2,GOOD,11,142.7,,ONLINE,OFF
TEL-10626,2026-03-27 23:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.5,2.4,50.6,57.1,GOOD,11,142.7,,ONLINE,OFF
TEL-10627,2026-03-27 23:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.6,2.4,50.6,57.0,GOOD,11,142.7,,ONLINE,OFF
TEL-10628,2026-03-28 00:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.7,2.4,50.5,56.9,GOOD,11,142.7,,ONLINE,OFF
TEL-10629,2026-03-28 00:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.8,2.4,50.5,56.8,GOOD,11,142.7,,ONLINE,OFF
TEL-10630,2026-03-28 01:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38925.9,2.4,50.5,56.7,GOOD,11,142.7,,ONLINE,OFF
TEL-10631,2026-03-28 01:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38926.0,2.4,50.4,56.6,GOOD,11,142.7,,ONLINE,OFF
TEL-10632,2026-03-28 02:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38926.1,2.4,50.4,56.5,GOOD,11,142.7,,ONLINE,OFF
TEL-10633,2026-03-28 02:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38926.2,2.4,50.3,56.4,GOOD,11,142.7,,ONLINE,OFF
TEL-10634,2026-03-28 03:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38926.3,2.4,50.3,56.3,GOOD,11,142.7,,ONLINE,OFF
TEL-10635,2026-03-28 03:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38926.4,2.4,50.3,56.2,GOOD,11,142.7,,ONLINE,OFF
TEL-10636,2026-03-28 04:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38926.5,2.4,50.2,56.1,GOOD,11,142.7,,ONLINE,OFF
TEL-10637,2026-03-28 04:30:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38926.6,2.4,50.2,56.0,GOOD,11,142.7,,ONLINE,OFF
TEL-10638,2026-03-28 05:00:00,EQ-1031,40.594128,-122.401204,0.0,2166.8,2166.8,418.3,38926.7,2.4,50.1,55.9,GOOD,11,142.7,,ONLINE,OFF
