Asset_ID,Anomaly_Type,Severity,Description,Timestamp,Recommended_Action
EQX1018,Missing Operator,HIGH,Equipment EQX1018 operating without assigned certified operator ID.,2024-12-23,Assign certified operator immediately or halt machine operation.
EQX1018,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-07-09 20:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1018,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-07-12 02:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1018,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-07-12 05:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1018,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-07-12 16:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1019,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-01-09 05:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1019,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-01-09 16:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1019,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-01-09 17:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1020,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-08-10 12:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1020,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-08-14 14:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1020,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-08-15 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1021,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-18 17:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1021,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-18 21:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1021,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-19 02:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1021,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-19 22:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1022,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-29 06:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1022,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-29 18:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1022,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-03-30 14:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1022,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-31 16:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1022,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-04-01 07:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1022,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-04-01 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1023,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-09-29 10:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1023,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-10-01 05:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1023,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-10-03 19:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1024,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-04-29 13:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1025,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-08-10 23:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1025,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-08-12 18:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1025,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-08-12 20:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1025,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-08-13 19:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1025,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-08-14 17:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1026,Missing Operator,HIGH,Equipment EQX1026 operating without assigned certified operator ID.,2025-01-15,Assign certified operator immediately or halt machine operation.
EQX1026,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-01-16 23:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1026,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-01-18 12:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1026,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-01-19 19:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1027,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-02-05 11:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1027,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-02-09 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1028,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-02-20 22:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1028,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-02-21 11:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1029,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-12-24 01:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1030,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-01-16 10:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1030,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-01-17 01:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1030,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-01-17 21:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1030,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-01-18 01:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1030,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-01-20 03:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1030,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-01-20 07:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1031,Missing Operator,HIGH,Equipment EQX1031 operating without assigned certified operator ID.,2025-07-04,Assign certified operator immediately or halt machine operation.
EQX1031,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-06-28 01:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1031,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-06-29 15:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1031,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-07-01 00:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1031,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-07-01 16:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1032,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-03-05 00:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1033,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-02-07 08:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1033,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-02-07 16:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1033,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-02-10 02:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1033,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-02-10 13:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1034,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-08 12:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1034,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-09 08:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1034,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-09 17:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1034,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-10 19:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1034,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-11 05:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1035,Missing Operator,HIGH,Equipment EQX1035 operating without assigned certified operator ID.,2024-12-16,Assign certified operator immediately or halt machine operation.
EQX1035,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-12-17 15:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1035,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-12-18 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1035,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-12-18 10:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1035,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-12-18 20:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1036,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-09-05 15:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1036,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-09-06 10:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1037,Missing Operator,HIGH,Equipment EQX1037 operating without assigned certified operator ID.,2025-04-03,Assign certified operator immediately or halt machine operation.
EQX1037,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-04-03 16:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1037,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-04-05 17:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1037,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-04-07 08:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1037,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-04-07 23:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1038,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-14 21:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1038,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-16 07:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1038,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-03-17 13:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1038,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-17 21:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1038,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-03-18 00:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1038,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-03-18 08:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1038,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-19 08:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1039,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-09-25 13:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1039,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-09-26 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1039,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-09-27 22:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1039,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-09-29 08:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1039,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-09-29 18:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1040,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-06-02 01:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1040,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-06-02 11:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1040,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-06-04 10:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1001,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0017' logged by engine ECM.,2024-10-30 06:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0017' service.
EQX1001,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0420' logged by engine ECM.,2024-10-30 08:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0420' service.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.9%). Risk of engine air-lock if tank empties.,2024-10-31 22:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.9%). Risk of engine air-lock if tank empties.,2024-10-31 23:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.9%). Risk of engine air-lock if tank empties.,2024-11-01 00:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.8%). Risk of engine air-lock if tank empties.,2024-11-01 01:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.8%). Risk of engine air-lock if tank empties.,2024-11-01 02:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.8%). Risk of engine air-lock if tank empties.,2024-11-01 03:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.8%). Risk of engine air-lock if tank empties.,2024-11-01 04:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.7%). Risk of engine air-lock if tank empties.,2024-11-01 05:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.7%). Risk of engine air-lock if tank empties.,2024-11-01 06:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (14.7%). Risk of engine air-lock if tank empties.,2024-11-01 07:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.4%). Risk of engine air-lock if tank empties.,2024-11-01 08:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (12.1%). Risk of engine air-lock if tank empties.,2024-11-01 09:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1001,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (10.3%). Risk of engine air-lock if tank empties.,2024-11-01 10:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1002,Idle Hours > Engine Hours,MEDIUM,Equipment EQX1002 recorded higher daily idle hours (8.0h) than active engine work hours (0.7h).,2025-03-09,Instruct site operator to shut down ignition during downtime to curb fuel wastage.
EQX1002,Idle Hours > Engine Hours,MEDIUM,Equipment EQX1002 recorded higher daily idle hours (10.6h) than active engine work hours (0.8h).,2025-02-14,Instruct site operator to shut down ignition during downtime to curb fuel wastage.
EQX1002,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0300' logged by engine ECM.,2025-03-10 06:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0300' service.
EQX1002,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0300' logged by engine ECM.,2025-03-11 18:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0300' service.
EQX1002,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.7%). Risk of engine air-lock if tank empties.,2025-03-13 08:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1002,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (11.8%). Risk of engine air-lock if tank empties.,2025-03-13 09:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1002,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0017' logged by engine ECM.,2025-03-14 04:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0017' service.
EQX1003,Idle Hours > Engine Hours,MEDIUM,Equipment EQX1003 recorded higher daily idle hours (8.9h) than active engine work hours (2.4h).,2025-05-20,Instruct site operator to shut down ignition during downtime to curb fuel wastage.
EQX1003,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0562' logged by engine ECM.,2025-03-01 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0562' service.
EQX1003,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0562' logged by engine ECM.,2025-03-01 10:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0562' service.
EQX1003,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0300' logged by engine ECM.,2025-03-02 05:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0300' service.
EQX1003,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0420' logged by engine ECM.,2025-03-02 22:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0420' service.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.8%). Risk of engine air-lock if tank empties.,2025-03-03 17:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.7%). Risk of engine air-lock if tank empties.,2025-03-03 18:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.7%). Risk of engine air-lock if tank empties.,2025-03-03 19:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.7%). Risk of engine air-lock if tank empties.,2025-03-03 20:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.6%). Risk of engine air-lock if tank empties.,2025-03-03 21:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.6%). Risk of engine air-lock if tank empties.,2025-03-03 22:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.6%). Risk of engine air-lock if tank empties.,2025-03-03 23:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0420' logged by engine ECM.,2025-03-04 00:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0420' service.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.6%). Risk of engine air-lock if tank empties.,2025-03-04 00:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0420' logged by engine ECM.,2025-03-04 01:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0420' service.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.5%). Risk of engine air-lock if tank empties.,2025-03-04 01:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.5%). Risk of engine air-lock if tank empties.,2025-03-04 02:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.5%). Risk of engine air-lock if tank empties.,2025-03-04 03:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.4%). Risk of engine air-lock if tank empties.,2025-03-04 04:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.4%). Risk of engine air-lock if tank empties.,2025-03-04 05:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.4%). Risk of engine air-lock if tank empties.,2025-03-04 06:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.4%). Risk of engine air-lock if tank empties.,2025-03-04 07:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (12.0%). Risk of engine air-lock if tank empties.,2025-03-04 08:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1003,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0420' logged by engine ECM.,2025-03-04 10:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0420' service.
EQX1004,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0420' logged by engine ECM.,2025-05-12 22:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0420' service.
EQX1004,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0300' logged by engine ECM.,2025-05-13 07:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0300' service.
EQX1004,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0017' logged by engine ECM.,2025-05-14 00:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0017' service.
EQX1004,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0562' logged by engine ECM.,2025-05-14 23:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0562' service.
EQX1004,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (13.1%). Risk of engine air-lock if tank empties.,2025-05-15 10:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1004,Fuel Remaining below 15%,MEDIUM,Low fuel remaining level (11.6%). Risk of engine air-lock if tank empties.,2025-05-15 11:00:00,Schedule mobile fuel tender dispatch to job site.
EQX1004,Diagnostic Trouble Codes,MEDIUM,Diagnostic Trouble Code (DTC) 'P0017' logged by engine ECM.,2025-05-15 18:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0017' service.
